Rating,No_of_ratings,Name,specs0,specs1,specs2,specs3,specs4,specs5,specs6,specs7,specs8,specs9,specs10,specs11,specs12,specs13,specs14,specs15,specs16,specs17,specs18,specs19,specs20,specs21,specs22,specs23,specs24,specs25,specs26,specs27,specs28,specs29,specs30,specs31,specs32,specs33,specs34,specs35
null,null,Key Specs & Features of Samsung Galaxy Book Pro 15 (Intel Core i7 (11th Gen) 16GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , AMOLED , Anti-glare Display , No , Intel Core i7 (11th Gen) , 1165G7 , 4.8GHz , 12 MB , Intel Iris Xe , 16GB ,null,1, LPDDR4X ,null,null, 512GB , 1.79 Kg , 355.36 x 225.8 x 11.6 , Mystic Navy ,null," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W ,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of Dell 17 7790 (Intel Core i5 (8th Gen) 16GB 1TB HDD 8GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare IPS Display , No , Intel Core i5 (8th Gen) , 8300HQ , 2.3GHz , 8 MB , NVIDIA GeForce RTX 2080 , 8 GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 3.27 Kg , 403.86 x 297.18 x 24.8 , Black ,null," Laptop, Battery, AC Adapter, User Guide ",null," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 90 W AC Adapter W , 6 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Gaming Keyboard , No 
null,null,Key Specs & Features of Asus FX566LH-HN257T (Intel Core i5 (10th Gen) 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i5 (10th Gen) , 10300H , 2.5GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 8GB ,2, DDR4 , 2933MHz ,null, 512GB , 2.3 Kg , 359 x 256 x 25 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
3.5,167 Ratings,Key Specs & Features of Asus R518UA-DH51T (Intel Core i5 (7th Gen) 8GB Windows 8.1), Windows 10 Professional , 15.6 inch , 1366 x 768 pixels , LED , LED IPS Display , Yes , Intel Core i5 (7th Gen) , 7200U , 2.5GHz , 3 MB , Intel HD 620 , 8GB , Up to 16GB ,1, DDR4 , 2133MHz ,null, 256GB , 2.22 Kg , 375.92 x 254 x 22.8 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No , No , Headphone + Microphone Combo Jack , 38 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus GX550LWS-HF130TS (Intel Core i7 (10th Gen) 32GB 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10875H , 2.3GHz , 16 MB , NVIDIA Geforce RTX 2070 Super with Max-Q Design , 8 GB , 32GB ,1, DDR4 , 3200MHz ,null, 1TB , 2.48 Kg , 360 x 268 x 20.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 240 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Asus GX550LWS-HF130TS (Intel Core i7 (10th Gen) 32GB 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10875H , 2.3GHz , 16 MB , NVIDIA Geforce RTX 2070 Super with Max-Q Design , 8 GB , 32GB ,1, DDR4 , 3200MHz ,null, 1TB , 2.48 Kg , 360 x 268 x 20.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 240 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
3.6,450 Ratings,Key Specs & Features of Asus L402WA-EH21 (AMD E2 4GB Windows 10), Windows 10 Home Basic , 14 inch , 1366 x 768 pixels , LED , LED Backlit Display , No , AMD Quad-Core E2 APU ,6110, 1.5GHz , 2 MB , AMD Radeon R2 , 4GB ,null,1, DDR3 , 1600MHz ,null, 32GB , 2.1 Kg , 338 x 236 x 23 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No , No , Headphone + Microphone Combo Jack , 45 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Standard Notebook Keyboard , No 
5,1 Ratings,Key Specs & Features of Asus TP200SA-DH01T (Intel Celeron Dual Core 4GB Windows 10), Windows 10 Home Basic , 11.6 inch , 1366 x 768 pixels , LED , LED IPS Display , Yes , Intel Celeron Dual-Core , N3060 , 1.6GHz , 2 MB , Intel HD 400 , 4GB ,null,1, DDR3 , 1600MHz ,null, 32GB , 1.17 Kg , 297.14 x 200.66 x 17.7 , Gold , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No , No , Headphone + Microphone Combo Jack , 38 W AC Adapter W , 2 Cell , Li-Po ,null, Touchpad with Multi-touch Gesture Support , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Acer CB5-132T-C1LK (NX.G54AA.002) (Intel Celeron Quad Core 4GB ), Google Chrome , 11.6 inch , 1366 x 768 pixels , LED , LED IPS Display , Yes , Intel Celeron Quad-Core , N3150 , 1.6GHz , 2 MB , Intel HD Graphics , 4GB ,null,1, DDR3 , 1600MHz ,null, 32GB , 1.27 Kg , 293.87 x 203.96 x 19.3 , White , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No , No , Headphone + Microphone Combo Jack , 45 W AC Adapter V , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus FA566IU-HN249T (Ryzen 7 8GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Octa-Core Ryzen 7 , 4800H , 2.9GHz , 8 MB , NVIDIA Geforce GTX 1660 Ti , 6 GB , Up to 32GB ,2, DDR4 , 3200MHz ,null, 512GB , 2.3 Kg , 359 x 256 x 24.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Asus X515JP-EJ701TS (Intel Core i7 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 1065G7 , 1.3GHz , 8 MB , NVIDIA GeForce MX330 , 2 GB , 8GB ,1, DDR4 ,null,null, 512GB , 1.8 Kg , 360 x 234 x 19 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of Asus S532EQ-BQ702TS (Intel Core i7 (11th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i7 (11th Gen) , 1165G7 , 4.0GHz , 12 MB , NVIDIA GeForce MX350 , 2 GB , 8GB ,1, DDR4 ,null,null, 512GB , 2.24 Kg , 357 x 230 x 18 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus X515JP-EJ701TS (Intel Core i7 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 1065G7 , 1.3GHz , 8 MB , NVIDIA GeForce MX330 , 2 GB , 8GB ,1, DDR4 ,null,null, 512GB , 1.8 Kg , 360 x 234 x 19 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of Asus GU502LU-AZ114T (Intel Core i7 (10th Gen) 16GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10750H , 2.6GHz , 12 MB , NVIDIA Geforce GTX 1660 Ti , 6 GB , 16GB ,1, DDR4 ,null,null, 1TB , 1.9 Kg , 360 x 252 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 230 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Asus GU502LU-AZ114T (Intel Core i7 (10th Gen) 16GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10750H , 2.6GHz , 12 MB , NVIDIA Geforce GTX 1660 Ti , 6 GB , 16GB ,1, DDR4 ,null,null, 1TB , 1.9 Kg , 360 x 252 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 230 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of MSI Bravo 15 B5DD-043IN (Ryzen 5 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Hexa-Core Ryzen 5 , 5600H ,null,null, AMD Radeon RX5500M , 4 GB , 8GB ,1, DDR4 ,null,null, 512GB , 2.35 Kg , 359 x 259 x 24.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Single Backlight Red Keyboard , No 
null,null,Key Specs & Features of Asus X415JA-EB362TS (Intel Core i3 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 8GB ,null,1, DDR4 ,null,null, 512GB , 1.6 Kg , 325 x 216 x 19.9 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of LG 15Z90N-R.AAS9U1 (Intel Core i7 (10th Gen) 16GB Windows 10), Windows 10 Home Basic , 15 inch(38.1 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i7 (10th Gen) , 1065G7 , 1.3GHz , 8 MB , Intel Iris Plus , 16GB ,null,1, DDR4 ,null,null, 1TB , 1.14 Kg , 358 x 358 x 17.8 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null,null, Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Acer 5S A515-54 (NX.HN3SI.001) (Intel Core i5 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , Intel UHD , 8GB ,null,1, DDR4 ,null,null, 512GB , 1.9 Kg , 363.4 x 250.5 x 18 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus X513EA-BQ702TS (Intel Core i7 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i7 (11th Gen) , 1165G7 , 4.8GHz , 12 MB , Intel Iris X , 8GB ,null,1, LPDDR4 ,null,null, 512GB , 1.8 Kg , 359 x 235 x 19 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus K513EA-BQ303TS (Intel Core i3 (11th Gen) 4GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-glare Display , No , Intel Core i3 (11th Gen) , 1115G4 , 4.0GHz , 6 MB , Intel UHD , 4GB ,null,1, DDR4 ,null,null, 256GB , 1.8 Kg , 359 x 235 x 17.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of LG 15Z90N-R.AAS9U1 (Intel Core i7 (10th Gen) 16GB Windows 10), Windows 10 Home Basic , 15 inch(38.1 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i7 (10th Gen) , 1065G7 , 1.3GHz , 8 MB , Intel Iris Plus , 16GB ,null,1, DDR4 ,null,null, 1TB , 1.14 Kg , 358 x 358 x 17.8 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null,null, Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Lenovo E14 (20RAS0SA00) (Intel Core i3 (10th Gen) 4GB ), DOS , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 ,null,null, 256GB , 1.7 Kg , 325 x 232 x 21 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus GU502LV-AZ002T (Intel Core i7 (10th Gen) 16GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10750H , 2.6GHz , 12 MB , NVIDIA Geforce RTX 2060 , 6 GB , Up to 32GB ,1, DDR4 ,null,null, 1TB , 1.9 Kg , 360 x 252 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 230 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Asus X509FA-BR301T (Intel Core i3 (10th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 4 MB , Intel UHD , 4GB , Up to 12GB ,1, DDR4 ,null, HDD SATA , 1TB , 1.9 Kg , 360 x 235 x 22.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Keyboard with Num-key , No 
null,17 Ratings,Key Specs & Features of Asus M515DA-EJ301T (Ryzen 3 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Dual-Core Ryzen 3 , 3250U , 2.6GHz , 4 MB , AMD Radeon Vega 8 , 4GB , Up to 12GB ,1, DDR4 ,null, HDD SATA , 1TB , 1.8 Kg , 360 x 235 x 19 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 2 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of Asus X509FA-BQ321T (Intel Core i3 (10th Gen) 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 4 MB , Intel UHD , 8GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.9 Kg , 360 x 235 x 22.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Keyboard with Num-key , No 
null,null,Key Specs & Features of Asus P1440FA-FQ2064R (Intel Core i3 (10th Gen) 4GB 1TB HDD Windows 8.1), Windows 10 Professional , 14 inch(35.56 cm) , 1366 x 768 pixels , LED , LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.68 Kg , 340 x 250 x 23.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", Yes , No , Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus P1440FA-FQ2064R (Intel Core i3 (10th Gen) 4GB 1TB HDD Windows 8.1), Windows 10 Professional , 14 inch(35.56 cm) , 1366 x 768 pixels , LED , LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.68 Kg , 340 x 250 x 23.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", Yes , No , Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Asus P1440FA-FQ2064R (Intel Core i3 (10th Gen) 4GB 1TB HDD Windows 8.1), Windows 10 Professional , 14 inch(35.56 cm) , 1366 x 768 pixels , LED , LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 10110U , 2.1GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.68 Kg , 340 x 250 x 23.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", Yes , No , Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
3.8,68 Ratings,Key Specs & Features of Asus X507UA-EJ215T (Intel Core i3 (6th Gen) 4GB 1TB HDD Windows 10), Windows 10 , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Wideview Anti-glare Display , No , Intel Core i3 (6th Gen) , 6006U , 2.0GHz , 3 MB , Intel HD 520 , 4GB , Up to 8GB , 1 SO-DIMM , DDR4 , 2400MHz , HDD SATA , 1TB , 1.68 Kg , 365 x 266 x 21.9 ," Icicle Gold, Star Grey ", 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No , Yes , Headphone + Microphone Combo Jack , 33 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Chiclet keyboard , Yes 
4.7,17 Ratings,Key Specs & Features of Dell 15 5570 (A560120WIN9) (Intel Core i5 (8th Gen) 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-glare Display , No , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.2 Kg , 380 x 258 x 22.7 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", Yes , No , Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Standard Notebook Keyboard , No 
3.5,79 Ratings,Key Specs & Features of Asus X541UA DM1233T (Intel Core i3 (6th Gen) 4GB 1TB HDD Windows 8.1), Windows 10 Professional , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , F TN GL (Slim) Display , No , Intel Core i3 (6th Gen) , 6006U , 2.0GHz , 3 MB , Intel HD 520 , 4GB , Up to 12GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2 Kg , 381 x 252 x 27.6 , Silver , 1.5 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", Yes , No , Headphone + Microphone Combo Jack ,null, 3 Cell , Li-Ion ,null, Touchpad , Standard Notebook Keyboard , No 
4,38 Ratings,Key Specs & Features of Asus X507UB-EJ214T (Intel Core i3 (6th Gen) 8GB 1TB HDD 2GB Graphics Windows 10), Windows 10 , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Wideview Anti-glare Display , No , Intel Core i3 (6th Gen) , 6006U , 2.0GHz , 3 MB , NVIDIA GeForce MX110 , 2 GB , 8GB , 1 SO-DIMM , DDR4 , 2400MHz , HDD SATA , 1TB , 1.68 Kg , 365 x 266 x 21.9 ," Icicle Gold, Star Grey ", 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No , Yes , Headphone + Microphone Combo Jack , 33 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture Support , Chiclet Keyboard , Yes 
null,null,Key Specs & Features of Lenovo E14 (20RAS15200) (Intel Core i7 (10th Gen) 16GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10510U , 1.8GHz , 8 MB , Intel UHD , 16GB ,null,1, DDR4 , 2666MHz , HDD SATA , 1TB , 1.69 Kg , 325 x 232 x 18.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of Lenovo E14 (20RAS15200) (Intel Core i7 (10th Gen) 16GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10510U , 1.8GHz , 8 MB , Intel UHD , 16GB ,null,1, DDR4 , 2666MHz , HDD SATA , 1TB , 1.69 Kg , 325 x 232 x 18.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
